location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp,temperature,humidity,wind_speed,wind_direction,hour,day
Mumbai,19.076,72.8777,104,94,47,398,28,69,2026-03-31 01:18:08.506189,24,87,1.5955655732045717,339,1,31
Delhi,28.7041,77.1025,29,131,35,330,25,76,2026-03-31 01:18:08.507589,33,51,4.808003220588457,350,1,31
Jammu and Kashmir,34.0837,74.7973,34,71,39,360,2,45,2026-03-31 01:18:08.508538,29,76,9.580167241837447,196,1,31
Hyderabad,17.385,78.4867,56,97,15,184,25,35,2026-03-31 01:18:08.510771,20,85,8.629216773641822,7,1,31
Bangalore,12.9716,77.5946,43,121,13,118,17,18,2026-03-31 01:18:08.512385,31,86,7.549724332392585,238,1,31
Visakhapatnam,17.6868,83.2185,92,53,48,105,30,38,2026-03-31 02:18:08.505220,29,82,4.518888184657574,149,2,31
Mumbai,19.076,72.8777,118,40,29,190,30,13,2026-03-31 02:18:08.506185,29,52,7.153856760032978,350,2,31
Delhi,28.7041,77.1025,55,100,43,342,17,62,2026-03-31 02:18:08.507585,30,85,1.0337045834791432,274,2,31
Jammu and Kashmir,34.0837,74.7973,77,54,24,172,6,25,2026-03-31 02:18:08.508534,33,75,5.314983536193152,257,2,31
Hyderabad,17.385,78.4867,63,52,11,216,4,41,2026-03-31 02:18:08.510765,30,51,9.056848059998114,187,2,31
Bangalore,12.9716,77.5946,62,148,41,289,24,80,2026-03-31 02:18:08.512379,28,68,2.453452633026872,183,2,31
Visakhapatnam,17.6868,83.2185,116,86,11,132,17,21,2026-03-31 03:18:08.505216,33,44,4.843230392524821,144,3,31
Mumbai,19.076,72.8777,104,30,29,149,8,28,2026-03-31 03:18:08.506182,39,90,8.115405635475913,271,3,31
Delhi,28.7041,77.1025,108,134,21,310,7,52,2026-03-31 03:18:08.507579,38,58,8.218315093640328,316,3,31
Jammu and Kashmir,34.0837,74.7973,94,85,31,276,8,22,2026-03-31 03:18:08.508530,22,80,4.024177278034188,110,3,31
Hyderabad,17.385,78.4867,99,106,43,370,2,27,2026-03-31 03:18:08.510757,33,84,9.08241758218862,45,3,31
Bangalore,12.9716,77.5946,81,110,44,261,28,44,2026-03-31 03:18:08.512372,40,52,5.213464900778745,160,3,31
Visakhapatnam,17.6868,83.2185,87,84,29,222,4,33,2026-03-31 04:18:08.505213,29,62,7.96093294345574,146,4,31
Mumbai,19.076,72.8777,59,77,33,337,20,34,2026-03-31 04:18:08.506179,29,67,6.933293944391365,155,4,31
Delhi,28.7041,77.1025,45,112,18,350,17,53,2026-03-31 04:18:08.507576,29,85,1.2130018670334235,263,4,31
Jammu and Kashmir,34.0837,74.7973,91,112,32,370,4,79,2026-03-31 04:18:08.508526,33,63,8.076607257744595,347,4,31
Hyderabad,17.385,78.4867,91,147,40,337,18,39,2026-03-31 04:18:08.510743,37,88,3.742085460408548,230,4,31
Bangalore,12.9716,77.5946,79,131,13,397,7,54,2026-03-31 04:18:08.512365,37,58,7.681652353211271,55,4,31
Visakhapatnam,17.6868,83.2185,94,72,30,203,2,38,2026-03-31 05:18:08.505209,28,65,8.157196945707103,14,5,31
Mumbai,19.076,72.8777,71,69,20,199,12,22,2026-03-31 05:18:08.506175,36,77,7.069246882754763,168,5,31
Delhi,28.7041,77.1025,22,114,9,358,4,61,2026-03-31 05:18:08.507572,39,72,6.850774407563437,31,5,31
Jammu and Kashmir,34.0837,74.7973,102,145,14,354,23,38,2026-03-31 05:18:08.508523,40,74,2.2175049544516514,128,5,31
Hyderabad,17.385,78.4867,23,147,7,351,20,78,2026-03-31 05:18:08.510703,31,48,9.494116357603083,213,5,31
Bangalore,12.9716,77.5946,29,120,22,129,27,19,2026-03-31 05:18:08.512358,27,77,1.8267902347379907,294,5,31
Visakhapatnam,17.6868,83.2185,80,31,36,351,30,63,2026-03-31 06:18:08.505206,29,42,8.21907569565683,141,6,31
Mumbai,19.076,72.8777,62,122,40,160,27,20,2026-03-31 06:18:08.506172,34,73,4.792034033775208,193,6,31
Delhi,28.7041,77.1025,71,75,43,259,6,76,2026-03-31 06:18:08.507569,31,57,7.223506276203828,112,6,31
Jammu and Kashmir,34.0837,74.7973,21,56,37,292,12,52,2026-03-31 06:18:08.508519,35,41,4.56748379187781,151,6,31
Hyderabad,17.385,78.4867,32,134,14,265,22,45,2026-03-31 06:18:08.510697,26,43,9.452347480808577,266,6,31
Bangalore,12.9716,77.5946,73,102,10,225,11,43,2026-03-31 06:18:08.512351,32,57,2.7822704670048437,284,6,31
Visakhapatnam,17.6868,83.2185,73,150,49,218,12,24,2026-03-31 07:18:08.505203,37,81,8.187410085268738,216,7,31
Mumbai,19.076,72.8777,106,53,49,112,28,41,2026-03-31 07:18:08.506167,35,77,4.848550316413672,257,7,31
Delhi,28.7041,77.1025,34,66,6,281,30,30,2026-03-31 07:18:08.507566,23,49,9.633027991391875,229,7,31
Jammu and Kashmir,34.0837,74.7973,47,121,48,111,15,17,2026-03-31 07:18:08.508516,21,88,8.903061322702346,190,7,31
Hyderabad,17.385,78.4867,58,47,41,352,24,26,2026-03-31 07:18:08.510691,35,57,1.1402841116038842,196,7,31
Bangalore,12.9716,77.5946,51,73,49,284,3,39,2026-03-31 07:18:08.512344,32,69,4.3625659537433314,269,7,31
Visakhapatnam,17.6868,83.2185,110,70,12,322,15,34,2026-03-31 08:18:08.505200,23,63,3.2995249860639198,303,8,31
Mumbai,19.076,72.8777,59,79,39,255,24,18,2026-03-31 08:18:08.506164,37,88,3.912874183131815,360,8,31
Delhi,28.7041,77.1025,47,87,11,226,30,47,2026-03-31 08:18:08.507562,20,69,1.7641378921621629,267,8,31
Jammu and Kashmir,34.0837,74.7973,84,60,37,257,18,69,2026-03-31 08:18:08.508512,26,60,7.706410697982473,39,8,31
Hyderabad,17.385,78.4867,96,84,13,366,30,60,2026-03-31 08:18:08.510686,25,80,7.782864780679468,188,8,31
Bangalore,12.9716,77.5946,40,118,14,208,2,48,2026-03-31 08:18:08.512338,31,81,7.72923059144368,226,8,31
Visakhapatnam,17.6868,83.2185,25,126,9,116,13,32,2026-03-31 09:18:08.505196,34,44,3.3504921428942467,61,9,31
Mumbai,19.076,72.8777,59,125,14,110,24,14,2026-03-31 09:18:08.506160,37,40,9.724572247928323,170,9,31
Delhi,28.7041,77.1025,63,45,43,114,14,22,2026-03-31 09:18:08.507558,26,61,4.61904750090003,248,9,31
Jammu and Kashmir,34.0837,74.7973,77,140,37,137,3,51,2026-03-31 09:18:08.508506,38,63,1.6621163466689377,248,9,31
Hyderabad,17.385,78.4867,47,100,24,359,25,64,2026-03-31 09:18:08.510680,21,83,2.5779228037973447,342,9,31
Bangalore,12.9716,77.5946,69,38,32,201,9,77,2026-03-31 09:18:08.512331,39,81,9.543993241980424,39,9,31
Visakhapatnam,17.6868,83.2185,91,130,36,193,26,33,2026-03-31 10:18:08.505193,38,73,1.197148902689838,183,10,31
Mumbai,19.076,72.8777,117,84,29,249,9,15,2026-03-31 10:18:08.506156,32,40,6.015361072722162,262,10,31
Delhi,28.7041,77.1025,57,58,23,180,20,42,2026-03-31 10:18:08.507555,22,84,1.6244821798006257,48,10,31
Jammu and Kashmir,34.0837,74.7973,90,145,18,320,12,38,2026-03-31 10:18:08.508499,26,76,8.517315725941064,21,10,31
Hyderabad,17.385,78.4867,116,122,33,347,5,44,2026-03-31 10:18:08.510674,20,65,7.180732737248384,75,10,31
Bangalore,12.9716,77.5946,103,65,47,349,5,15,2026-03-31 10:18:08.512326,30,62,8.41675178151436,76,10,31
Visakhapatnam,17.6868,83.2185,53,116,20,159,29,37,2026-03-31 11:18:08.505189,32,84,7.273980372030472,210,11,31
Mumbai,19.076,72.8777,71,70,35,126,26,43,2026-03-31 11:18:08.506150,40,44,4.646038389169263,252,11,31
Delhi,28.7041,77.1025,39,133,48,129,27,34,2026-03-31 11:18:08.507551,24,58,8.607770279340045,68,11,31
Jammu and Kashmir,34.0837,74.7973,56,67,27,163,20,59,2026-03-31 11:18:08.508495,33,68,1.7896246676286949,267,11,31
Hyderabad,17.385,78.4867,51,119,24,347,3,32,2026-03-31 11:18:08.510669,30,65,3.723164754158824,350,11,31
Bangalore,12.9716,77.5946,105,116,27,360,3,49,2026-03-31 11:18:08.512320,38,61,7.771852306253202,90,11,31
Visakhapatnam,17.6868,83.2185,88,130,46,146,23,30,2026-03-31 12:18:08.505186,35,73,8.355735746880187,11,12,31
Mumbai,19.076,72.8777,57,133,49,302,12,34,2026-03-31 12:18:08.506143,33,58,2.9303420396281874,253,12,31
Delhi,28.7041,77.1025,53,54,36,390,30,22,2026-03-31 12:18:08.507548,29,68,5.2532710771182565,225,12,31
Jammu and Kashmir,34.0837,74.7973,91,143,9,343,28,78,2026-03-31 12:18:08.508491,24,75,5.686343055572088,73,12,31
Hyderabad,17.385,78.4867,94,144,25,284,13,67,2026-03-31 12:18:08.510663,39,54,4.775950016727027,114,12,31
Bangalore,12.9716,77.5946,74,49,19,279,8,13,2026-03-31 12:18:08.512314,33,78,9.768950486466998,77,12,31
Visakhapatnam,17.6868,83.2185,79,82,18,161,28,40,2026-03-31 13:18:08.505182,31,48,6.776835363835183,250,13,31
Mumbai,19.076,72.8777,32,70,10,237,4,70,2026-03-31 13:18:08.506138,40,67,6.762355035779692,132,13,31
Delhi,28.7041,77.1025,63,67,20,215,5,43,2026-03-31 13:18:08.507544,34,79,6.488307375438996,307,13,31
Jammu and Kashmir,34.0837,74.7973,76,63,17,282,16,18,2026-03-31 13:18:08.508486,26,58,1.916145594312333,139,13,31
Hyderabad,17.385,78.4867,66,60,15,141,9,63,2026-03-31 13:18:08.510658,38,53,2.5832376986441847,284,13,31
Bangalore,12.9716,77.5946,71,123,8,179,19,41,2026-03-31 13:18:08.512308,24,42,3.713861091959549,160,13,31
Visakhapatnam,17.6868,83.2185,103,140,37,388,21,70,2026-03-31 14:18:08.505179,40,40,4.458369379138662,52,14,31
Mumbai,19.076,72.8777,61,81,49,253,4,25,2026-03-31 14:18:08.506133,30,64,5.7176046703676775,16,14,31
Delhi,28.7041,77.1025,105,43,6,172,12,10,2026-03-31 14:18:08.507540,36,66,7.794937890268735,333,14,31
Jammu and Kashmir,34.0837,74.7973,50,81,8,312,25,73,2026-03-31 14:18:08.508480,33,72,4.331494826086371,181,14,31
Hyderabad,17.385,78.4867,117,97,25,272,21,68,2026-03-31 14:18:08.510651,39,42,5.677333142174743,355,14,31
Bangalore,12.9716,77.5946,36,76,39,394,23,79,2026-03-31 14:18:08.512302,25,59,2.913317630121365,200,14,31
Visakhapatnam,17.6868,83.2185,53,77,10,257,30,22,2026-03-31 15:18:08.505176,26,79,8.810908383393482,73,15,31
Mumbai,19.076,72.8777,84,105,26,275,25,36,2026-03-31 15:18:08.506129,29,51,4.35815955039337,208,15,31
Delhi,28.7041,77.1025,70,61,9,237,28,40,2026-03-31 15:18:08.507537,23,89,9.053496205727388,271,15,31
Jammu and Kashmir,34.0837,74.7973,115,98,14,125,17,41,2026-03-31 15:18:08.508475,21,75,6.835972733208968,317,15,31
Hyderabad,17.385,78.4867,79,30,27,393,20,44,2026-03-31 15:18:08.510644,32,53,4.3422364351044695,78,15,31
Bangalore,12.9716,77.5946,69,136,43,100,2,72,2026-03-31 15:18:08.512296,31,57,7.029376143038156,82,15,31
Visakhapatnam,17.6868,83.2185,39,60,39,217,4,18,2026-03-31 16:18:08.505172,24,63,2.493340778751785,115,16,31
Mumbai,19.076,72.8777,109,96,48,390,17,37,2026-03-31 16:18:08.506125,39,56,7.220441066845489,291,16,31
Delhi,28.7041,77.1025,106,71,27,308,27,61,2026-03-31 16:18:08.507531,22,68,2.103314374723526,135,16,31
Jammu and Kashmir,34.0837,74.7973,105,118,28,234,22,73,2026-03-31 16:18:08.508470,31,85,6.684729866652133,114,16,31
Hyderabad,17.385,78.4867,88,41,21,321,8,52,2026-03-31 16:18:08.510639,29,83,4.812267679025592,305,16,31
Bangalore,12.9716,77.5946,53,46,5,128,20,14,2026-03-31 16:18:08.512289,32,73,4.042622994914851,89,16,31
Visakhapatnam,17.6868,83.2185,112,107,8,153,20,23,2026-03-31 17:18:08.505168,33,43,6.187147363125019,343,17,31
Mumbai,19.076,72.8777,57,107,34,249,25,33,2026-03-31 17:18:08.506121,31,75,6.013116902982529,14,17,31
Delhi,28.7041,77.1025,24,53,28,262,21,76,2026-03-31 17:18:08.507525,32,67,3.844108622261655,112,17,31
Jammu and Kashmir,34.0837,74.7973,79,148,18,256,10,41,2026-03-31 17:18:08.508467,32,63,6.942846467730155,42,17,31
Hyderabad,17.385,78.4867,49,52,15,142,14,53,2026-03-31 17:18:08.510634,23,40,2.915991189525566,183,17,31
Bangalore,12.9716,77.5946,39,148,46,188,26,63,2026-03-31 17:18:08.512282,36,62,6.378884255952702,201,17,31
Visakhapatnam,17.6868,83.2185,83,80,17,306,29,19,2026-03-31 18:18:08.505165,24,71,4.985100890989952,288,18,31
Mumbai,19.076,72.8777,69,55,19,366,26,15,2026-03-31 18:18:08.506118,26,55,8.473561743311995,305,18,31
Delhi,28.7041,77.1025,35,112,44,378,18,11,2026-03-31 18:18:08.507519,20,40,9.229071939939487,29,18,31
Jammu and Kashmir,34.0837,74.7973,46,149,5,134,4,57,2026-03-31 18:18:08.508463,24,48,1.3061842841861373,185,18,31
Hyderabad,17.385,78.4867,59,105,35,100,14,13,2026-03-31 18:18:08.510628,21,76,9.618267484605663,169,18,31
Bangalore,12.9716,77.5946,102,148,6,228,24,35,2026-03-31 18:18:08.512275,36,84,2.369826289585901,303,18,31
Visakhapatnam,17.6868,83.2185,58,68,27,267,8,62,2026-03-31 19:18:08.505161,21,82,9.174646403687326,306,19,31
Mumbai,19.076,72.8777,54,62,34,148,20,31,2026-03-31 19:18:08.506114,40,43,1.2497338361154726,119,19,31
Delhi,28.7041,77.1025,94,76,14,206,26,76,2026-03-31 19:18:08.507512,37,54,7.671187989391367,270,19,31
Jammu and Kashmir,34.0837,74.7973,31,99,44,326,6,19,2026-03-31 19:18:08.508460,33,71,6.033174664476131,333,19,31
Hyderabad,17.385,78.4867,107,129,46,153,23,37,2026-03-31 19:18:08.510621,29,62,9.196658176908358,69,19,31
Bangalore,12.9716,77.5946,119,63,35,187,3,29,2026-03-31 19:18:08.512268,22,54,9.874914923941102,51,19,31
Visakhapatnam,17.6868,83.2185,80,150,35,118,2,43,2026-03-31 20:18:08.505158,28,60,3.940173762512469,282,20,31
Mumbai,19.076,72.8777,115,97,30,114,26,42,2026-03-31 20:18:08.506111,40,72,2.6486365041502804,69,20,31
Delhi,28.7041,77.1025,27,139,20,273,12,39,2026-03-31 20:18:08.507506,28,85,8.070151722735934,56,20,31
Jammu and Kashmir,34.0837,74.7973,95,135,47,380,12,12,2026-03-31 20:18:08.508456,31,87,8.401648391071582,340,20,31
Hyderabad,17.385,78.4867,51,100,26,276,25,57,2026-03-31 20:18:08.510616,21,46,6.904099949976501,265,20,31
Bangalore,12.9716,77.5946,27,118,32,107,12,35,2026-03-31 20:18:08.512261,20,41,6.17622461002396,24,20,31
Visakhapatnam,17.6868,83.2185,36,34,42,335,16,38,2026-03-31 21:18:08.505152,31,86,9.09468084044825,30,21,31
Mumbai,19.076,72.8777,50,119,38,122,16,80,2026-03-31 21:18:08.506107,35,43,8.69265562469052,92,21,31
Delhi,28.7041,77.1025,65,56,17,142,15,79,2026-03-31 21:18:08.507500,28,72,4.334300509026319,128,21,31
Jammu and Kashmir,34.0837,74.7973,70,37,49,151,21,53,2026-03-31 21:18:08.508453,21,43,4.858258284353688,32,21,31
Hyderabad,17.385,78.4867,51,116,46,194,6,24,2026-03-31 21:18:08.510611,26,69,9.588573472248028,56,21,31
Bangalore,12.9716,77.5946,27,68,7,318,11,66,2026-03-31 21:18:08.512253,34,81,4.689534318471923,324,21,31
Visakhapatnam,17.6868,83.2185,119,96,28,286,7,66,2026-03-31 22:18:08.505146,40,58,6.939746214660896,277,22,31
Mumbai,19.076,72.8777,37,93,16,373,21,50,2026-03-31 22:18:08.506104,30,42,4.725968606208063,340,22,31
Delhi,28.7041,77.1025,72,107,42,209,9,27,2026-03-31 22:18:08.507490,36,74,8.266665787116303,261,22,31
Jammu and Kashmir,34.0837,74.7973,115,121,19,275,2,65,2026-03-31 22:18:08.508450,29,70,2.074413015935217,289,22,31
Hyderabad,17.385,78.4867,101,48,41,265,6,41,2026-03-31 22:18:08.510605,29,64,6.605006207229654,30,22,31
Bangalore,12.9716,77.5946,27,51,22,293,11,40,2026-03-31 22:18:08.512245,25,83,1.8408772636400677,59,22,31
Visakhapatnam,17.6868,83.2185,53,62,33,256,15,20,2026-03-31 23:18:08.505140,20,68,7.372213468454836,266,23,31
Mumbai,19.076,72.8777,115,71,18,198,7,58,2026-03-31 23:18:08.506100,38,75,5.664169928864839,343,23,31
Delhi,28.7041,77.1025,83,55,30,264,5,40,2026-03-31 23:18:08.507484,21,67,5.090106961257247,353,23,31
Jammu and Kashmir,34.0837,74.7973,42,96,6,131,19,71,2026-03-31 23:18:08.508446,37,77,7.764123128856224,260,23,31
Hyderabad,17.385,78.4867,34,71,14,232,24,34,2026-03-31 23:18:08.510599,31,45,1.127194158598959,22,23,31
Bangalore,12.9716,77.5946,116,79,35,259,7,73,2026-03-31 23:18:08.512238,31,68,4.637374881252647,16,23,31
Visakhapatnam,17.6868,83.2185,107,33,15,281,19,77,2026-04-01 00:18:08.505135,39,50,2.4110488464806275,55,0,1
Mumbai,19.076,72.8777,87,48,7,323,27,13,2026-04-01 00:18:08.506097,40,59,3.291131375261026,158,0,1
Delhi,28.7041,77.1025,46,118,48,191,25,39,2026-04-01 00:18:08.507479,30,54,1.0174062931395589,170,0,1
Jammu and Kashmir,34.0837,74.7973,26,58,11,330,16,73,2026-04-01 00:18:08.508442,37,53,4.568808478342934,327,0,1
Hyderabad,17.385,78.4867,27,38,19,211,13,72,2026-04-01 00:18:08.510594,39,50,2.9621651058976965,64,0,1
Bangalore,12.9716,77.5946,34,131,49,343,27,74,2026-04-01 00:18:08.512230,28,75,6.090689706928619,10,0,1
Visakhapatnam,17.6868,83.2185,85,74,8,191,27,17,2026-04-01 01:18:08.505130,34,82,3.4538433501297643,121,1,1
Mumbai,19.076,72.8777,62,118,34,274,28,51,2026-04-01 01:18:08.506093,30,44,4.400615423080044,217,1,1
Delhi,28.7041,77.1025,115,54,43,280,24,45,2026-04-01 01:18:08.507473,33,44,9.629915921978146,16,1,1
Jammu and Kashmir,34.0837,74.7973,61,79,46,260,26,77,2026-04-01 01:18:08.508439,27,90,4.1752239004940925,303,1,1
Hyderabad,17.385,78.4867,84,60,14,266,22,56,2026-04-01 01:18:08.510589,33,90,6.810921026756382,190,1,1
Bangalore,12.9716,77.5946,48,72,11,246,9,41,2026-04-01 01:18:08.512223,28,51,6.115568361342848,276,1,1
Visakhapatnam,17.6868,83.2185,44,121,44,397,25,16,2026-04-01 02:18:08.505127,30,43,5.0668888544635,3,2,1
Mumbai,19.076,72.8777,95,58,32,171,2,29,2026-04-01 02:18:08.506090,35,42,9.14747200552756,269,2,1
Delhi,28.7041,77.1025,102,65,30,344,19,14,2026-04-01 02:18:08.507422,30,64,4.300486509806525,115,2,1
Jammu and Kashmir,34.0837,74.7973,54,81,34,303,8,74,2026-04-01 02:18:08.508435,36,76,4.670092093305746,252,2,1
Hyderabad,17.385,78.4867,81,76,6,379,3,47,2026-04-01 02:18:08.510581,24,89,6.0357796139859,201,2,1
Bangalore,12.9716,77.5946,94,112,18,203,9,45,2026-04-01 02:18:08.512216,39,63,9.29579843286845,270,2,1
Visakhapatnam,17.6868,83.2185,98,102,8,371,9,41,2026-04-01 03:18:08.505123,37,85,3.123366052623964,173,3,1
Mumbai,19.076,72.8777,44,101,39,164,7,32,2026-04-01 03:18:08.506087,24,77,2.33323210524208,252,3,1
Delhi,28.7041,77.1025,57,84,19,120,28,25,2026-04-01 03:18:08.507415,27,40,1.2663201074405517,88,3,1
Jammu and Kashmir,34.0837,74.7973,49,79,44,188,7,74,2026-04-01 03:18:08.508431,38,61,5.308746163474578,210,3,1
Hyderabad,17.385,78.4867,40,47,39,195,7,65,2026-04-01 03:18:08.510553,24,67,9.167359354055352,360,3,1
Bangalore,12.9716,77.5946,20,124,14,114,22,15,2026-04-01 03:18:08.512209,39,47,9.35480464347816,20,3,1
Visakhapatnam,17.6868,83.2185,59,77,24,210,7,40,2026-04-01 04:18:08.505120,37,72,5.9962799711391845,282,4,1
Mumbai,19.076,72.8777,26,58,13,211,11,13,2026-04-01 04:18:08.506083,20,53,9.838854703924277,208,4,1
Delhi,28.7041,77.1025,113,84,12,107,19,60,2026-04-01 04:18:08.507410,39,62,2.1504934324148475,189,4,1
Jammu and Kashmir,34.0837,74.7973,57,124,29,258,29,19,2026-04-01 04:18:08.508426,26,50,8.089512899286476,267,4,1
Hyderabad,17.385,78.4867,24,108,14,368,29,22,2026-04-01 04:18:08.510547,31,65,9.160346946721884,253,4,1
Bangalore,12.9716,77.5946,100,54,10,364,29,38,2026-04-01 04:18:08.512202,25,49,5.865444348527574,138,4,1
Visakhapatnam,17.6868,83.2185,87,91,9,178,20,28,2026-04-01 05:18:08.505117,24,60,2.997078661791081,10,5,1
Mumbai,19.076,72.8777,68,132,9,143,4,40,2026-04-01 05:18:08.506080,28,58,9.821522855047215,293,5,1
Delhi,28.7041,77.1025,95,42,26,387,17,60,2026-04-01 05:18:08.507405,25,66,7.652150157189291,149,5,1
Jammu and Kashmir,34.0837,74.7973,91,137,5,136,11,62,2026-04-01 05:18:08.508423,39,51,6.162335556790995,219,5,1
Hyderabad,17.385,78.4867,66,77,32,220,8,38,2026-04-01 05:18:08.510541,31,55,9.68807432416633,281,5,1
Bangalore,12.9716,77.5946,79,71,15,100,12,58,2026-04-01 05:18:08.512196,37,43,2.731250021753529,173,5,1
Visakhapatnam,17.6868,83.2185,56,124,38,253,14,38,2026-04-01 06:18:08.505113,24,69,2.23218260742706,146,6,1
Mumbai,19.076,72.8777,77,114,41,211,5,75,2026-04-01 06:18:08.506076,28,77,6.871604989774954,343,6,1
Delhi,28.7041,77.1025,116,94,41,282,8,69,2026-04-01 06:18:08.507401,22,89,4.4768670314091805,275,6,1
Jammu and Kashmir,34.0837,74.7973,95,131,35,179,8,36,2026-04-01 06:18:08.508419,37,51,8.37229443687691,249,6,1
Hyderabad,17.385,78.4867,86,76,26,141,13,37,2026-04-01 06:18:08.510535,24,84,5.241273688652727,213,6,1
Bangalore,12.9716,77.5946,42,52,15,182,27,68,2026-04-01 06:18:08.512188,37,45,1.131708493667679,193,6,1
Visakhapatnam,17.6868,83.2185,44,121,13,209,30,28,2026-04-01 07:18:08.505109,20,72,1.8761976706529837,333,7,1
Mumbai,19.076,72.8777,31,93,16,246,28,79,2026-04-01 07:18:08.506072,35,63,7.133039914365856,90,7,1
Delhi,28.7041,77.1025,69,66,42,211,10,25,2026-04-01 07:18:08.507395,20,42,3.26016147680164,324,7,1
Jammu and Kashmir,34.0837,74.7973,108,147,24,178,23,27,2026-04-01 07:18:08.508416,24,46,3.7595896114804894,38,7,1
Hyderabad,17.385,78.4867,110,72,49,115,11,71,2026-04-01 07:18:08.510527,34,82,4.433140335872557,327,7,1
Bangalore,12.9716,77.5946,79,31,13,146,5,76,2026-04-01 07:18:08.512182,29,40,9.629006523894216,254,7,1
Visakhapatnam,17.6868,83.2185,73,126,44,334,28,36,2026-04-01 08:18:08.505106,32,42,8.585296564973126,266,8,1
Mumbai,19.076,72.8777,48,32,40,389,17,39,2026-04-01 08:18:08.506069,36,70,2.262847350944339,185,8,1
Delhi,28.7041,77.1025,25,51,24,114,17,52,2026-04-01 08:18:08.507391,33,49,9.352930778439273,66,8,1
Jammu and Kashmir,34.0837,74.7973,79,33,7,114,29,71,2026-04-01 08:18:08.508412,38,66,2.222610308979043,61,8,1
Hyderabad,17.385,78.4867,51,72,35,102,13,65,2026-04-01 08:18:08.510521,40,62,6.471917472142144,68,8,1
Bangalore,12.9716,77.5946,50,34,9,398,30,73,2026-04-01 08:18:08.512176,31,53,7.604108769910987,206,8,1
Visakhapatnam,17.6868,83.2185,63,146,41,229,19,21,2026-04-01 09:18:08.505103,32,51,1.332289318690301,126,9,1
Mumbai,19.076,72.8777,98,61,26,113,6,61,2026-04-01 09:18:08.506065,27,48,2.6472516692556667,51,9,1
Delhi,28.7041,77.1025,49,64,19,272,20,79,2026-04-01 09:18:08.507388,30,64,9.741454183485482,216,9,1
Jammu and Kashmir,34.0837,74.7973,110,59,50,118,13,53,2026-04-01 09:18:08.508409,29,89,1.4436692782594007,293,9,1
Hyderabad,17.385,78.4867,84,77,30,212,30,60,2026-04-01 09:18:08.510514,28,49,5.24472761781027,182,9,1
Bangalore,12.9716,77.5946,32,120,37,165,22,57,2026-04-01 09:18:08.512170,23,48,8.935127681691093,120,9,1
Visakhapatnam,17.6868,83.2185,53,88,38,167,19,24,2026-04-01 10:18:08.505099,26,43,1.5162386534141958,26,10,1
Mumbai,19.076,72.8777,63,126,34,237,13,76,2026-04-01 10:18:08.506062,26,67,9.27145040481357,241,10,1
Delhi,28.7041,77.1025,90,65,42,118,3,15,2026-04-01 10:18:08.507384,39,56,3.1660855101903347,93,10,1
Jammu and Kashmir,34.0837,74.7973,27,90,28,200,25,52,2026-04-01 10:18:08.508406,31,78,1.692082475723228,239,10,1
Hyderabad,17.385,78.4867,93,150,44,185,15,18,2026-04-01 10:18:08.510506,28,90,2.8529623281389087,9,10,1
Bangalore,12.9716,77.5946,41,63,8,175,27,46,2026-04-01 10:18:08.512165,34,62,6.503486232890424,15,10,1
Visakhapatnam,17.6868,83.2185,69,150,16,289,25,29,2026-04-01 11:18:08.505096,40,49,8.385524539156902,112,11,1
Mumbai,19.076,72.8777,77,48,46,135,23,76,2026-04-01 11:18:08.506057,28,81,3.951224718786479,171,11,1
Delhi,28.7041,77.1025,54,88,9,288,6,23,2026-04-01 11:18:08.507381,36,51,1.9073075826882908,302,11,1
Jammu and Kashmir,34.0837,74.7973,105,116,40,137,30,30,2026-04-01 11:18:08.508402,40,83,9.1834706431363,196,11,1
Hyderabad,17.385,78.4867,94,94,46,198,29,10,2026-04-01 11:18:08.510500,40,55,5.871449057383948,255,11,1
Bangalore,12.9716,77.5946,113,91,32,343,14,47,2026-04-01 11:18:08.512159,21,42,8.761730462553146,345,11,1
Visakhapatnam,17.6868,83.2185,79,61,41,250,4,35,2026-04-01 12:18:08.505092,32,80,1.6559680056687638,127,12,1
Mumbai,19.076,72.8777,90,147,21,235,30,67,2026-04-01 12:18:08.506050,39,68,5.735901638094766,303,12,1
Delhi,28.7041,77.1025,40,147,18,166,5,58,2026-04-01 12:18:08.507377,26,65,7.31411307313331,160,12,1
Jammu and Kashmir,34.0837,74.7973,54,110,11,154,16,42,2026-04-01 12:18:08.508399,37,46,7.620408291901017,116,12,1
Hyderabad,17.385,78.4867,102,102,38,138,11,29,2026-04-01 12:18:08.510492,36,53,3.859855705592463,95,12,1
Bangalore,12.9716,77.5946,90,81,25,119,29,12,2026-04-01 12:18:08.512153,30,66,7.486442390357824,202,12,1
Visakhapatnam,17.6868,83.2185,100,69,12,257,13,40,2026-04-01 13:18:08.505089,36,64,7.07466948265564,14,13,1
Mumbai,19.076,72.8777,87,50,41,146,17,78,2026-04-01 13:18:08.506045,28,50,2.6309615168041285,99,13,1
Delhi,28.7041,77.1025,72,73,50,257,4,37,2026-04-01 13:18:08.507373,34,57,1.2696758430582853,243,13,1
Jammu and Kashmir,34.0837,74.7973,101,144,45,220,15,68,2026-04-01 13:18:08.508395,30,76,2.8130282202143704,23,13,1
Hyderabad,17.385,78.4867,120,140,6,294,4,28,2026-04-01 13:18:08.510486,40,61,7.878986046742585,13,13,1
