location,latitude,longitude,pm2_5,pm10,no2,co,so2,o3,timestamp
Delhi,28.7041,77.1025,72,107,42,209,9,27,2026-03-31 22:18:08.507490
Delhi,28.7041,77.1025,65,56,17,142,15,79,2026-03-31 21:18:08.507500
Delhi,28.7041,77.1025,27,139,20,273,12,39,2026-03-31 20:18:08.507506
Delhi,28.7041,77.1025,94,76,14,206,26,76,2026-03-31 19:18:08.507512
Delhi,28.7041,77.1025,35,112,44,378,18,11,2026-03-31 18:18:08.507519
Delhi,28.7041,77.1025,24,53,28,262,21,76,2026-03-31 17:18:08.507525
Delhi,28.7041,77.1025,106,71,27,308,27,61,2026-03-31 16:18:08.507531
Delhi,28.7041,77.1025,70,61,9,237,28,40,2026-03-31 15:18:08.507537
Delhi,28.7041,77.1025,105,43,6,172,12,10,2026-03-31 14:18:08.507540
Delhi,28.7041,77.1025,63,67,20,215,5,43,2026-03-31 13:18:08.507544
Delhi,28.7041,77.1025,53,54,36,390,30,22,2026-03-31 12:18:08.507548
Delhi,28.7041,77.1025,39,133,48,129,27,34,2026-03-31 11:18:08.507551
Delhi,28.7041,77.1025,57,58,23,180,20,42,2026-03-31 10:18:08.507555
Delhi,28.7041,77.1025,63,45,43,114,14,22,2026-03-31 09:18:08.507558
Delhi,28.7041,77.1025,47,87,11,226,30,47,2026-03-31 08:18:08.507562
Delhi,28.7041,77.1025,34,66,6,281,30,30,2026-03-31 07:18:08.507566
Delhi,28.7041,77.1025,71,75,43,259,6,76,2026-03-31 06:18:08.507569
Delhi,28.7041,77.1025,22,114,9,358,4,61,2026-03-31 05:18:08.507572
Delhi,28.7041,77.1025,45,112,18,350,17,53,2026-03-31 04:18:08.507576
Delhi,28.7041,77.1025,108,134,21,310,7,52,2026-03-31 03:18:08.507579
Delhi,28.7041,77.1025,55,100,43,342,17,62,2026-03-31 02:18:08.507585
Delhi,28.7041,77.1025,29,131,35,330,25,76,2026-03-31 01:18:08.507589
Delhi,28.7041,77.1025,56,40,21,222,30,66,2026-03-31 00:18:08.507594
Delhi,28.7041,77.1025,25,36,41,382,11,53,2026-03-30 23:18:08.507600
Delhi,28.7041,77.1025,70,114,14,210,18,24,2026-03-30 22:18:08.507606
Delhi,28.7041,77.1025,41,41,37,198,2,68,2026-03-30 21:18:08.507612
Delhi,28.7041,77.1025,31,127,31,326,29,78,2026-03-30 20:18:08.507617
Delhi,28.7041,77.1025,58,40,33,189,20,52,2026-03-30 19:18:08.507620
Delhi,28.7041,77.1025,22,126,30,102,15,32,2026-03-30 18:18:08.507624
Delhi,28.7041,77.1025,49,129,16,138,6,53,2026-03-30 17:18:08.507627
Delhi,28.7041,77.1025,34,132,47,342,23,73,2026-03-30 16:18:08.507631
Delhi,28.7041,77.1025,67,118,5,155,7,15,2026-03-30 15:18:08.507634
Delhi,28.7041,77.1025,63,55,19,194,14,18,2026-03-30 14:18:08.507638
Delhi,28.7041,77.1025,77,96,49,174,15,56,2026-03-30 13:18:08.507641
Delhi,28.7041,77.1025,34,64,21,307,20,11,2026-03-30 12:18:08.507645
Delhi,28.7041,77.1025,25,66,39,393,4,55,2026-03-30 11:18:08.507648
Delhi,28.7041,77.1025,70,101,21,390,20,71,2026-03-30 10:18:08.507651
Delhi,28.7041,77.1025,76,115,10,117,4,77,2026-03-30 09:18:08.507655
Delhi,28.7041,77.1025,35,38,28,213,16,14,2026-03-30 08:18:08.507658
Delhi,28.7041,77.1025,21,53,28,290,20,37,2026-03-30 07:18:08.507663
Delhi,28.7041,77.1025,86,91,11,254,8,50,2026-03-30 06:18:08.507668
Delhi,28.7041,77.1025,54,44,6,336,8,33,2026-03-30 05:18:08.507672
Delhi,28.7041,77.1025,26,78,19,203,22,69,2026-03-30 04:18:08.507675
Delhi,28.7041,77.1025,39,116,28,128,24,32,2026-03-30 03:18:08.507679
Delhi,28.7041,77.1025,111,137,43,156,28,67,2026-03-30 02:18:08.507682
Delhi,28.7041,77.1025,86,127,12,291,8,54,2026-03-30 01:18:08.507686
Delhi,28.7041,77.1025,74,68,50,339,7,48,2026-03-30 00:18:08.507689
Delhi,28.7041,77.1025,41,136,48,287,14,20,2026-03-29 23:18:08.507693
Delhi,28.7041,77.1025,81,52,6,100,18,30,2026-03-29 22:18:08.507700
Delhi,28.7041,77.1025,68,117,14,390,23,23,2026-03-29 21:18:08.507706
Delhi,28.7041,77.1025,110,62,35,126,2,65,2026-03-29 20:18:08.507712
Delhi,28.7041,77.1025,94,48,16,369,12,26,2026-03-29 19:18:08.507715
Delhi,28.7041,77.1025,45,130,35,185,17,60,2026-03-29 18:18:08.507719
Delhi,28.7041,77.1025,49,132,34,293,21,24,2026-03-29 17:18:08.507723
Delhi,28.7041,77.1025,61,78,15,196,28,73,2026-03-29 16:18:08.507726
Delhi,28.7041,77.1025,85,63,17,182,10,35,2026-03-29 15:18:08.507730
Delhi,28.7041,77.1025,29,94,48,170,12,61,2026-03-29 14:18:08.507734
Delhi,28.7041,77.1025,91,70,6,305,28,41,2026-03-29 13:18:08.507737
Delhi,28.7041,77.1025,53,130,46,333,29,62,2026-03-29 12:18:08.507741
Delhi,28.7041,77.1025,106,127,36,373,21,34,2026-03-29 11:18:08.507746
Delhi,28.7041,77.1025,51,148,8,173,21,79,2026-03-29 10:18:08.507749
Delhi,28.7041,77.1025,85,54,48,250,3,14,2026-03-29 09:18:08.507753
Delhi,28.7041,77.1025,113,142,5,188,14,48,2026-03-29 08:18:08.507756
Delhi,28.7041,77.1025,26,120,23,198,30,64,2026-03-29 07:18:08.507760
Delhi,28.7041,77.1025,32,140,33,375,26,53,2026-03-29 06:18:08.507763
Delhi,28.7041,77.1025,20,46,43,127,24,59,2026-03-29 05:18:08.507767
Delhi,28.7041,77.1025,85,102,33,183,18,49,2026-03-29 04:18:08.507770
Delhi,28.7041,77.1025,54,52,18,216,11,52,2026-03-29 03:18:08.507774
Delhi,28.7041,77.1025,101,110,6,271,7,57,2026-03-29 02:18:08.507777
Delhi,28.7041,77.1025,41,37,42,383,5,20,2026-03-29 01:18:08.507781
Delhi,28.7041,77.1025,78,49,34,245,25,58,2026-03-29 00:18:08.507784
Delhi,28.7041,77.1025,108,150,5,167,24,69,2026-03-28 23:18:08.507787
Delhi,28.7041,77.1025,61,68,29,365,6,29,2026-03-28 22:18:08.507792
Delhi,28.7041,77.1025,59,72,41,210,16,10,2026-03-28 21:18:08.507797
Delhi,28.7041,77.1025,117,38,18,278,14,52,2026-03-28 20:18:08.507803
Delhi,28.7041,77.1025,65,106,15,100,26,64,2026-03-28 19:18:08.507808
Delhi,28.7041,77.1025,105,89,5,325,18,10,2026-03-28 18:18:08.507812
Delhi,28.7041,77.1025,72,57,44,228,8,35,2026-03-28 17:18:08.507816
Delhi,28.7041,77.1025,99,116,30,161,27,62,2026-03-28 16:18:08.507819
Delhi,28.7041,77.1025,45,113,18,285,28,69,2026-03-28 15:18:08.507824
Delhi,28.7041,77.1025,40,44,16,151,9,38,2026-03-28 14:18:08.507828
Delhi,28.7041,77.1025,21,127,49,153,21,71,2026-03-28 13:18:08.507831
Delhi,28.7041,77.1025,64,74,29,305,8,23,2026-03-28 12:18:08.507834
Delhi,28.7041,77.1025,64,128,16,394,16,29,2026-03-28 11:18:08.507838
Delhi,28.7041,77.1025,74,130,27,329,6,35,2026-03-28 10:18:08.507842
Delhi,28.7041,77.1025,45,143,45,301,3,11,2026-03-28 09:18:08.507845
Delhi,28.7041,77.1025,106,68,41,258,21,39,2026-03-28 08:18:08.507848
Delhi,28.7041,77.1025,76,124,48,345,23,10,2026-03-28 07:18:08.507852
Delhi,28.7041,77.1025,110,107,33,386,9,41,2026-03-28 06:18:08.507855
Delhi,28.7041,77.1025,91,77,48,172,6,26,2026-03-28 05:18:08.507859
Delhi,28.7041,77.1025,20,122,27,128,18,12,2026-03-28 04:18:08.507862
Delhi,28.7041,77.1025,43,124,35,256,14,42,2026-03-28 03:18:08.507865
Delhi,28.7041,77.1025,120,122,8,313,13,37,2026-03-28 02:18:08.507869
Delhi,28.7041,77.1025,20,75,42,368,30,79,2026-03-28 01:18:08.507872
Delhi,28.7041,77.1025,96,86,21,110,13,40,2026-03-28 00:18:08.507876
Jammu and Kashmir,34.0837,74.7973,83,125,30,223,6,36,2026-04-06 23:18:08.507880
Jammu and Kashmir,34.0837,74.7973,54,146,15,197,14,73,2026-04-06 22:18:08.507885
Jammu and Kashmir,34.0837,74.7973,120,119,10,159,2,46,2026-04-06 21:18:08.507890
Jammu and Kashmir,34.0837,74.7973,38,134,11,159,26,61,2026-04-06 20:18:08.507897
Jammu and Kashmir,34.0837,74.7973,106,64,18,264,17,13,2026-04-06 19:18:08.507903
Jammu and Kashmir,34.0837,74.7973,47,143,25,180,16,32,2026-04-06 18:18:08.507908
Jammu and Kashmir,34.0837,74.7973,84,37,10,120,8,51,2026-04-06 17:18:08.507911
Jammu and Kashmir,34.0837,74.7973,40,102,47,203,7,75,2026-04-06 16:18:08.507915
Jammu and Kashmir,34.0837,74.7973,114,73,13,357,7,68,2026-04-06 15:18:08.507918
Jammu and Kashmir,34.0837,74.7973,87,30,7,348,14,71,2026-04-06 14:18:08.507922
Jammu and Kashmir,34.0837,74.7973,114,148,16,378,14,39,2026-04-06 13:18:08.507926
Jammu and Kashmir,34.0837,74.7973,64,128,6,257,15,28,2026-04-06 12:18:08.507929
Jammu and Kashmir,34.0837,74.7973,67,125,22,363,13,12,2026-04-06 11:18:08.507933
Jammu and Kashmir,34.0837,74.7973,36,58,16,193,30,49,2026-04-06 10:18:08.507936
Jammu and Kashmir,34.0837,74.7973,108,141,14,139,24,27,2026-04-06 09:18:08.507939
Jammu and Kashmir,34.0837,74.7973,42,131,26,195,11,35,2026-04-06 08:18:08.507943
Jammu and Kashmir,34.0837,74.7973,75,30,37,212,11,27,2026-04-06 07:18:08.507946
Jammu and Kashmir,34.0837,74.7973,50,76,31,394,25,61,2026-04-06 06:18:08.507950
Jammu and Kashmir,34.0837,74.7973,101,120,33,300,8,78,2026-04-06 05:18:08.507953
Jammu and Kashmir,34.0837,74.7973,48,48,44,321,21,78,2026-04-06 04:18:08.507956
Jammu and Kashmir,34.0837,74.7973,65,120,21,257,11,20,2026-04-06 03:18:08.507960
Jammu and Kashmir,34.0837,74.7973,110,126,20,313,8,42,2026-04-06 02:18:08.507963
Jammu and Kashmir,34.0837,74.7973,60,77,23,373,16,61,2026-04-06 01:18:08.507967
Jammu and Kashmir,34.0837,74.7973,26,143,16,241,18,65,2026-04-06 00:18:08.507971
Jammu and Kashmir,34.0837,74.7973,25,125,41,280,10,53,2026-04-05 23:18:08.507975
Jammu and Kashmir,34.0837,74.7973,83,133,22,341,6,58,2026-04-05 22:18:08.507978
Jammu and Kashmir,34.0837,74.7973,119,139,29,135,29,64,2026-04-05 21:18:08.507982
Jammu and Kashmir,34.0837,74.7973,98,119,37,201,16,55,2026-04-05 20:18:08.507985
Jammu and Kashmir,34.0837,74.7973,57,111,16,302,11,10,2026-04-05 19:18:08.507991
Jammu and Kashmir,34.0837,74.7973,69,147,25,173,23,30,2026-04-05 18:18:08.507999
Jammu and Kashmir,34.0837,74.7973,87,114,15,351,22,24,2026-04-05 17:18:08.508004
Jammu and Kashmir,34.0837,74.7973,62,74,42,295,16,41,2026-04-05 16:18:08.508008
Jammu and Kashmir,34.0837,74.7973,42,91,14,232,27,36,2026-04-05 15:18:08.508012
Jammu and Kashmir,34.0837,74.7973,45,51,15,159,25,30,2026-04-05 14:18:08.508015
Jammu and Kashmir,34.0837,74.7973,56,113,41,359,9,42,2026-04-05 13:18:08.508019
Jammu and Kashmir,34.0837,74.7973,55,59,12,167,15,49,2026-04-05 12:18:08.508023
Jammu and Kashmir,34.0837,74.7973,59,103,31,294,20,21,2026-04-05 11:18:08.508026
Jammu and Kashmir,34.0837,74.7973,77,85,5,257,8,15,2026-04-05 10:18:08.508030
Jammu and Kashmir,34.0837,74.7973,45,110,29,213,8,50,2026-04-05 09:18:08.508033
Jammu and Kashmir,34.0837,74.7973,92,103,17,138,30,25,2026-04-05 08:18:08.508037
Jammu and Kashmir,34.0837,74.7973,21,56,47,144,19,79,2026-04-05 07:18:08.508040
Jammu and Kashmir,34.0837,74.7973,100,128,38,170,11,28,2026-04-05 06:18:08.508044
Jammu and Kashmir,34.0837,74.7973,62,145,30,171,19,48,2026-04-05 05:18:08.508049
Jammu and Kashmir,34.0837,74.7973,20,102,34,259,24,27,2026-04-05 04:18:08.508053
Jammu and Kashmir,34.0837,74.7973,88,86,6,314,11,63,2026-04-05 03:18:08.508056
Jammu and Kashmir,34.0837,74.7973,67,131,43,173,21,52,2026-04-05 02:18:08.508060
Jammu and Kashmir,34.0837,74.7973,93,78,28,351,7,78,2026-04-05 01:18:08.508063
Jammu and Kashmir,34.0837,74.7973,59,110,37,144,13,20,2026-04-05 00:18:08.508067
Jammu and Kashmir,34.0837,74.7973,81,30,29,351,14,36,2026-04-04 23:18:08.508070
Jammu and Kashmir,34.0837,74.7973,100,124,31,361,6,44,2026-04-04 22:18:08.508074
Jammu and Kashmir,34.0837,74.7973,49,75,41,378,5,23,2026-04-04 21:18:08.508077
Jammu and Kashmir,34.0837,74.7973,30,85,40,248,17,67,2026-04-04 20:18:08.508080
Jammu and Kashmir,34.0837,74.7973,59,47,44,299,27,23,2026-04-04 19:18:08.508086
Jammu and Kashmir,34.0837,74.7973,98,92,29,300,30,47,2026-04-04 18:18:08.508091
Jammu and Kashmir,34.0837,74.7973,114,150,16,151,2,66,2026-04-04 17:18:08.508097
Jammu and Kashmir,34.0837,74.7973,83,134,15,148,12,50,2026-04-04 16:18:08.508102
Jammu and Kashmir,34.0837,74.7973,58,45,31,367,2,73,2026-04-04 15:18:08.508105
Jammu and Kashmir,34.0837,74.7973,97,121,42,151,21,14,2026-04-04 14:18:08.508109
Jammu and Kashmir,34.0837,74.7973,64,129,6,315,27,76,2026-04-04 13:18:08.508112
Jammu and Kashmir,34.0837,74.7973,94,80,20,240,13,55,2026-04-04 12:18:08.508116
Jammu and Kashmir,34.0837,74.7973,47,62,5,331,28,43,2026-04-04 11:18:08.508119
Jammu and Kashmir,34.0837,74.7973,67,92,16,393,3,73,2026-04-04 10:18:08.508123
Jammu and Kashmir,34.0837,74.7973,30,74,43,237,30,39,2026-04-04 09:18:08.508129
Jammu and Kashmir,34.0837,74.7973,76,49,37,357,25,63,2026-04-04 08:18:08.508133
Jammu and Kashmir,34.0837,74.7973,105,102,12,314,21,32,2026-04-04 07:18:08.508136
Jammu and Kashmir,34.0837,74.7973,24,105,24,147,17,57,2026-04-04 06:18:08.508140
Jammu and Kashmir,34.0837,74.7973,101,31,43,132,11,18,2026-04-04 05:18:08.508144
Jammu and Kashmir,34.0837,74.7973,98,31,33,293,21,60,2026-04-04 04:18:08.508147
Jammu and Kashmir,34.0837,74.7973,108,133,12,364,21,75,2026-04-04 03:18:08.508151
Jammu and Kashmir,34.0837,74.7973,89,92,27,136,2,23,2026-04-04 02:18:08.508154
Jammu and Kashmir,34.0837,74.7973,65,138,6,114,18,24,2026-04-04 01:18:08.508157
Jammu and Kashmir,34.0837,74.7973,69,138,47,310,12,20,2026-04-04 00:18:08.508161
Jammu and Kashmir,34.0837,74.7973,97,50,45,288,18,64,2026-04-03 23:18:08.508164
Jammu and Kashmir,34.0837,74.7973,48,68,24,356,10,72,2026-04-03 22:18:08.508168
Jammu and Kashmir,34.0837,74.7973,120,90,11,193,18,60,2026-04-03 21:18:08.508171
Jammu and Kashmir,34.0837,74.7973,83,122,18,350,27,63,2026-04-03 20:18:08.508174
Jammu and Kashmir,34.0837,74.7973,119,130,25,112,14,36,2026-04-03 19:18:08.508178
Jammu and Kashmir,34.0837,74.7973,109,51,32,317,16,51,2026-04-03 18:18:08.508182
Jammu and Kashmir,34.0837,74.7973,71,142,38,316,20,78,2026-04-03 17:18:08.508188
Jammu and Kashmir,34.0837,74.7973,25,37,26,165,20,32,2026-04-03 16:18:08.508193
Jammu and Kashmir,34.0837,74.7973,60,124,8,128,10,62,2026-04-03 15:18:08.508199
Jammu and Kashmir,34.0837,74.7973,92,54,43,160,20,13,2026-04-03 14:18:08.508204
Jammu and Kashmir,34.0837,74.7973,30,60,16,230,20,68,2026-04-03 13:18:08.508208
Jammu and Kashmir,34.0837,74.7973,102,117,6,256,2,32,2026-04-03 12:18:08.508211
Jammu and Kashmir,34.0837,74.7973,69,85,13,233,14,19,2026-04-03 11:18:08.508214
Jammu and Kashmir,34.0837,74.7973,73,44,49,125,13,45,2026-04-03 10:18:08.508218
Jammu and Kashmir,34.0837,74.7973,78,121,19,376,4,27,2026-04-03 09:18:08.508221
Jammu and Kashmir,34.0837,74.7973,111,122,30,374,3,32,2026-04-03 08:18:08.508225
Jammu and Kashmir,34.0837,74.7973,109,45,32,311,17,40,2026-04-03 07:18:08.508228
Jammu and Kashmir,34.0837,74.7973,74,107,32,255,6,42,2026-04-03 06:18:08.508232
Jammu and Kashmir,34.0837,74.7973,29,131,5,370,6,34,2026-04-03 05:18:08.508235
Jammu and Kashmir,34.0837,74.7973,48,88,11,344,5,76,2026-04-03 04:18:08.508239
Jammu and Kashmir,34.0837,74.7973,44,132,25,189,21,78,2026-04-03 03:18:08.508242
Jammu and Kashmir,34.0837,74.7973,31,125,20,285,5,54,2026-04-03 02:18:08.508245
Jammu and Kashmir,34.0837,74.7973,110,40,22,295,15,14,2026-04-03 01:18:08.508249
Jammu and Kashmir,34.0837,74.7973,90,97,29,112,26,30,2026-04-03 00:18:08.508254
Jammu and Kashmir,34.0837,74.7973,63,31,17,220,27,47,2026-04-02 23:18:08.508258
Jammu and Kashmir,34.0837,74.7973,94,76,46,225,5,16,2026-04-02 22:18:08.508261
Jammu and Kashmir,34.0837,74.7973,76,77,17,242,26,17,2026-04-02 21:18:08.508265
Jammu and Kashmir,34.0837,74.7973,85,124,31,188,4,18,2026-04-02 20:18:08.508268
Jammu and Kashmir,34.0837,74.7973,53,121,15,379,9,14,2026-04-02 19:18:08.508271
Jammu and Kashmir,34.0837,74.7973,65,120,24,143,10,75,2026-04-02 18:18:08.508276
Jammu and Kashmir,34.0837,74.7973,49,106,13,371,19,38,2026-04-02 17:18:08.508281
Jammu and Kashmir,34.0837,74.7973,82,117,6,217,8,58,2026-04-02 16:18:08.508287
Jammu and Kashmir,34.0837,74.7973,39,74,9,354,26,40,2026-04-02 15:18:08.508293
Jammu and Kashmir,34.0837,74.7973,64,89,12,104,7,29,2026-04-02 14:18:08.508297
Jammu and Kashmir,34.0837,74.7973,21,115,42,177,25,47,2026-04-02 13:18:08.508301
Jammu and Kashmir,34.0837,74.7973,38,70,7,295,21,34,2026-04-02 12:18:08.508305
Jammu and Kashmir,34.0837,74.7973,21,71,36,148,10,51,2026-04-02 11:18:08.508309
Jammu and Kashmir,34.0837,74.7973,38,121,12,328,12,40,2026-04-02 10:18:08.508313
Jammu and Kashmir,34.0837,74.7973,99,70,47,385,25,36,2026-04-02 09:18:08.508316
Jammu and Kashmir,34.0837,74.7973,113,98,47,188,22,71,2026-04-02 08:18:08.508319
Jammu and Kashmir,34.0837,74.7973,118,51,32,395,29,80,2026-04-02 07:18:08.508323
Jammu and Kashmir,34.0837,74.7973,55,147,38,201,10,79,2026-04-02 06:18:08.508326
Jammu and Kashmir,34.0837,74.7973,41,136,32,345,29,66,2026-04-02 05:18:08.508331
Jammu and Kashmir,34.0837,74.7973,87,147,16,172,3,56,2026-04-02 04:18:08.508334
Jammu and Kashmir,34.0837,74.7973,64,127,34,177,15,39,2026-04-02 03:18:08.508338
Jammu and Kashmir,34.0837,74.7973,46,122,11,219,10,76,2026-04-02 02:18:08.508341
Jammu and Kashmir,34.0837,74.7973,41,121,18,138,21,14,2026-04-02 01:18:08.508345
Jammu and Kashmir,34.0837,74.7973,120,43,24,354,21,16,2026-04-02 00:18:08.508348
Jammu and Kashmir,34.0837,74.7973,75,123,12,323,18,29,2026-04-01 23:18:08.508353
Jammu and Kashmir,34.0837,74.7973,103,39,8,310,9,79,2026-04-01 22:18:08.508357
Jammu and Kashmir,34.0837,74.7973,106,56,37,102,15,80,2026-04-01 21:18:08.508360
Jammu and Kashmir,34.0837,74.7973,112,70,6,129,12,23,2026-04-01 20:18:08.508364
Jammu and Kashmir,34.0837,74.7973,83,73,7,195,11,20,2026-04-01 19:18:08.508367
Jammu and Kashmir,34.0837,74.7973,79,54,29,311,20,15,2026-04-01 18:18:08.508371
Jammu and Kashmir,34.0837,74.7973,46,126,30,326,15,38,2026-04-01 17:18:08.508374
Jammu and Kashmir,34.0837,74.7973,46,134,13,342,16,72,2026-04-01 16:18:08.508380
Jammu and Kashmir,34.0837,74.7973,90,55,46,123,29,10,2026-04-01 15:18:08.508385
Jammu and Kashmir,34.0837,74.7973,58,51,7,194,16,74,2026-04-01 14:18:08.508391
Jammu and Kashmir,34.0837,74.7973,101,144,45,220,15,68,2026-04-01 13:18:08.508395
Jammu and Kashmir,34.0837,74.7973,54,110,11,154,16,42,2026-04-01 12:18:08.508399
Jammu and Kashmir,34.0837,74.7973,105,116,40,137,30,30,2026-04-01 11:18:08.508402
Jammu and Kashmir,34.0837,74.7973,27,90,28,200,25,52,2026-04-01 10:18:08.508406
Jammu and Kashmir,34.0837,74.7973,110,59,50,118,13,53,2026-04-01 09:18:08.508409
Jammu and Kashmir,34.0837,74.7973,79,33,7,114,29,71,2026-04-01 08:18:08.508412
Jammu and Kashmir,34.0837,74.7973,108,147,24,178,23,27,2026-04-01 07:18:08.508416
Jammu and Kashmir,34.0837,74.7973,95,131,35,179,8,36,2026-04-01 06:18:08.508419
Jammu and Kashmir,34.0837,74.7973,91,137,5,136,11,62,2026-04-01 05:18:08.508423
Jammu and Kashmir,34.0837,74.7973,57,124,29,258,29,19,2026-04-01 04:18:08.508426
Jammu and Kashmir,34.0837,74.7973,49,79,44,188,7,74,2026-04-01 03:18:08.508431
Jammu and Kashmir,34.0837,74.7973,54,81,34,303,8,74,2026-04-01 02:18:08.508435
Jammu and Kashmir,34.0837,74.7973,61,79,46,260,26,77,2026-04-01 01:18:08.508439
Jammu and Kashmir,34.0837,74.7973,26,58,11,330,16,73,2026-04-01 00:18:08.508442
Jammu and Kashmir,34.0837,74.7973,42,96,6,131,19,71,2026-03-31 23:18:08.508446
Jammu and Kashmir,34.0837,74.7973,115,121,19,275,2,65,2026-03-31 22:18:08.508450
Jammu and Kashmir,34.0837,74.7973,70,37,49,151,21,53,2026-03-31 21:18:08.508453
Jammu and Kashmir,34.0837,74.7973,95,135,47,380,12,12,2026-03-31 20:18:08.508456
Jammu and Kashmir,34.0837,74.7973,31,99,44,326,6,19,2026-03-31 19:18:08.508460
Jammu and Kashmir,34.0837,74.7973,46,149,5,134,4,57,2026-03-31 18:18:08.508463
Jammu and Kashmir,34.0837,74.7973,79,148,18,256,10,41,2026-03-31 17:18:08.508467
Jammu and Kashmir,34.0837,74.7973,105,118,28,234,22,73,2026-03-31 16:18:08.508470
Jammu and Kashmir,34.0837,74.7973,115,98,14,125,17,41,2026-03-31 15:18:08.508475
Jammu and Kashmir,34.0837,74.7973,50,81,8,312,25,73,2026-03-31 14:18:08.508480
Jammu and Kashmir,34.0837,74.7973,76,63,17,282,16,18,2026-03-31 13:18:08.508486
Jammu and Kashmir,34.0837,74.7973,91,143,9,343,28,78,2026-03-31 12:18:08.508491
Jammu and Kashmir,34.0837,74.7973,56,67,27,163,20,59,2026-03-31 11:18:08.508495
Jammu and Kashmir,34.0837,74.7973,90,145,18,320,12,38,2026-03-31 10:18:08.508499
Jammu and Kashmir,34.0837,74.7973,77,140,37,137,3,51,2026-03-31 09:18:08.508506
Jammu and Kashmir,34.0837,74.7973,84,60,37,257,18,69,2026-03-31 08:18:08.508512
Jammu and Kashmir,34.0837,74.7973,47,121,48,111,15,17,2026-03-31 07:18:08.508516
Jammu and Kashmir,34.0837,74.7973,21,56,37,292,12,52,2026-03-31 06:18:08.508519
Jammu and Kashmir,34.0837,74.7973,102,145,14,354,23,38,2026-03-31 05:18:08.508523
Jammu and Kashmir,34.0837,74.7973,91,112,32,370,4,79,2026-03-31 04:18:08.508526
Jammu and Kashmir,34.0837,74.7973,94,85,31,276,8,22,2026-03-31 03:18:08.508530
Jammu and Kashmir,34.0837,74.7973,77,54,24,172,6,25,2026-03-31 02:18:08.508534
Jammu and Kashmir,34.0837,74.7973,34,71,39,360,2,45,2026-03-31 01:18:08.508538
Jammu and Kashmir,34.0837,74.7973,69,109,18,116,15,13,2026-03-31 00:18:08.508541
Jammu and Kashmir,34.0837,74.7973,60,51,50,271,23,77,2026-03-30 23:18:08.508545
Jammu and Kashmir,34.0837,74.7973,23,86,46,162,12,74,2026-03-30 22:18:08.508548
Jammu and Kashmir,34.0837,74.7973,116,70,34,239,6,35,2026-03-30 21:18:08.508551
Jammu and Kashmir,34.0837,74.7973,99,65,11,278,9,34,2026-03-30 20:18:08.508557
Jammu and Kashmir,34.0837,74.7973,92,135,40,175,17,42,2026-03-30 19:18:08.508563
Jammu and Kashmir,34.0837,74.7973,50,77,45,267,12,75,2026-03-30 18:18:08.508569
Jammu and Kashmir,34.0837,74.7973,87,80,49,177,29,79,2026-03-30 17:18:08.508574
Jammu and Kashmir,34.0837,74.7973,29,59,33,149,5,53,2026-03-30 16:18:08.508580
Jammu and Kashmir,34.0837,74.7973,117,37,34,225,12,12,2026-03-30 15:18:08.508586
Jammu and Kashmir,34.0837,74.7973,101,115,29,295,12,32,2026-03-30 14:18:08.508593
Jammu and Kashmir,34.0837,74.7973,80,115,50,304,8,38,2026-03-30 13:18:08.508599
Jammu and Kashmir,34.0837,74.7973,70,80,8,279,19,65,2026-03-30 12:18:08.508607
Jammu and Kashmir,34.0837,74.7973,79,71,25,176,29,11,2026-03-30 11:18:08.508612
Jammu and Kashmir,34.0837,74.7973,52,49,27,163,21,56,2026-03-30 10:18:08.508642
Jammu and Kashmir,34.0837,74.7973,106,122,46,174,12,74,2026-03-30 09:18:08.508671
Jammu and Kashmir,34.0837,74.7973,77,134,40,314,28,46,2026-03-30 08:18:08.508678
Jammu and Kashmir,34.0837,74.7973,31,80,28,313,15,29,2026-03-30 07:18:08.508685
Jammu and Kashmir,34.0837,74.7973,60,137,7,362,15,37,2026-03-30 06:18:08.508692
Jammu and Kashmir,34.0837,74.7973,25,119,44,395,2,62,2026-03-30 05:18:08.508699
Jammu and Kashmir,34.0837,74.7973,95,37,10,399,23,59,2026-03-30 04:18:08.508705
Jammu and Kashmir,34.0837,74.7973,80,126,49,162,14,47,2026-03-30 03:18:08.508710
Jammu and Kashmir,34.0837,74.7973,101,91,37,272,3,45,2026-03-30 02:18:08.508716
Jammu and Kashmir,34.0837,74.7973,107,60,29,152,22,25,2026-03-30 01:18:08.508722
Jammu and Kashmir,34.0837,74.7973,84,133,11,200,29,49,2026-03-30 00:18:08.508729
Jammu and Kashmir,34.0837,74.7973,76,149,38,186,4,20,2026-03-29 23:18:08.508735
Jammu and Kashmir,34.0837,74.7973,110,105,12,100,4,14,2026-03-29 22:18:08.508742
Jammu and Kashmir,34.0837,74.7973,68,57,17,223,27,66,2026-03-29 21:18:08.508749
Jammu and Kashmir,34.0837,74.7973,75,61,38,139,18,73,2026-03-29 20:18:08.508756
Jammu and Kashmir,34.0837,74.7973,65,100,23,392,2,29,2026-03-29 19:18:08.508762
Jammu and Kashmir,34.0837,74.7973,80,54,34,154,22,25,2026-03-29 18:18:08.508769
Jammu and Kashmir,34.0837,74.7973,83,105,12,320,26,17,2026-03-29 17:18:08.508780
Jammu and Kashmir,34.0837,74.7973,112,139,12,230,10,38,2026-03-29 16:18:08.508787
Jammu and Kashmir,34.0837,74.7973,108,50,17,385,24,80,2026-03-29 15:18:08.508796
